,kolom,score
938,selesai,0.48273755656108597
939,polda,0.49042986425339363
940,sambut,0.37042986425339364
941,ranis,0.5523114630467572
942,panggil,0.5204524886877828
943,setiawan,0.49042986425339363
944,tanggung,0.49042986425339363
945,sasar,0.49042986425339363
946,hitam,0.4969457013574661
947,best,0.49929864253393663
948,sisi,0.49042986425339363
949,sisa,0.49042986425339363
950,ancam,0.34042986425339367
951,dadak,0.49042986425339363
952,burung,0.49042986425339363
953,bencana,0.49042986425339363
954,pipa,0.49042986425339363
955,pegang,0.5019683257918552
956,tidur,0.49042986425339363
957,tarik,0.4404298642533936
958,kurir,0.47042986425339367
959,ekspose,0.49042986425339363
960,miliar,0.4916063348416289
961,terminal,0.49042986425339363
962,tiru,0.49042986425339363
963,peluk,0.49042986425339363
964,kopi,0.47042986425339367
965,serang,0.4570965309200603
966,bangkit,0.4570965309200603
967,terima,0.49042986425339363
968,fitnah,0.39042986425339365
969,silah,0.49042986425339363
970,pangkat,0.49042986425339363
971,histeris,0.49042986425339363
972,sebar,0.49042986425339363
973,identifikasi,0.4942760180995475
974,ibadah,0.49042986425339363
975,cepat,0.4942760180995475
976,jasa,0.4916063348416289
977,gram,0.45792986425339366
978,manfaat,0.47042986425339367
979,madam,0.5484653092006033
980,biar,0.49042986425339363
981,nikmat,0.4204298642533937
982,pusat,0.4865837104072398
983,rambat,0.4954524886877828
984,libat,0.46391402714932123
985,rumah,0.3504298642533937
986,lingkar,0.49042986425339363
987,sidik,0.49929864253393663
988,tembak,0.49042986425339363
989,tegur,0.49812217194570135
990,kelas,0.5029298642533936
991,akses,0.4404298642533936
992,komunikasi,0.49042986425339363
993,tangkap,0.5019683257918552
994,sesal,0.49042986425339363
995,wajib,0.4404298642533936
996,berkas,0.49042986425339363
997,jalur,0.4791063348416289
998,nenek,0.49042986425339363
999,wali,0.48273755656108597
1000,tengkurap,0.49042986425339363
1001,terang,0.4582730015082956
1002,pampang,0.49042986425339363
1003,harmonis,0.49042986425339363
1004,sopan,0.49042986425339363
1005,tekan,0.49042986425339363
1006,anggar,0.4954524886877828
1007,timpa,0.49042986425339363
1008,maut,0.4954524886877828
1009,agam,0.4865837104072398
1010,macet,0.49042986425339363
1011,emosi,0.49042986425339363
1012,gelap,0.49042986425339363
1013,bangga,0.4570965309200603
1014,sita,0.49042986425339363
1015,dokter,0.4892533936651583
1016,situ,0.49042986425339363
1017,rawan,0.4865837104072398
1018,rawat,0.49042986425339363
1019,telusur,0.47042986425339367
1020,luput,0.4570965309200603
1021,jarak,0.49042986425339363
1022,indonesia,0.4604298642533936
1023,dinas,0.3582730015082956
1024,istirahat,0.49042986425339363
1025,tujuh,0.4404298642533936
1026,abar,0.49042986425339363
1027,cucu,0.49042986425339363
1028,medika,0.49929864253393663
1029,komunitas,0.49042986425339363
1030,jari,0.4954524886877828
1031,laki,0.4779298642533936
1032,ciduk,0.47042986425339367
1033,nilai,0.4570965309200603
1034,tonton,0.49042986425339363
1035,saksi,0.4916063348416289
1036,putri,0.49042986425339363
1037,visum,0.49042986425339363
1038,yayasan,0.5031447963800905
1039,geletak,0.5181221719457014
1040,sembari,0.49042986425339363
1041,desa,0.4865837104072398
1042,celaka,0.4877601809954751
1043,bercak,0.4954524886877828
1044,jenazah,0.4954524886877828
1045,pagi,0.47878582202111614
1046,cuman,0.4892533936651583
1047,hadir,0.47889140271493214
1048,nasehat,0.49042986425339363
1049,untung,0.49042986425339363
1050,hangus,0.5195965309200603
1051,insya,0.49042986425339363
1052,tuntas,0.49042986425339363
1053,kelola,0.4978016591251885
1054,belah,0.49042986425339363
1055,ribut,0.49042986425339363
1056,waris,0.4404298642533936
1057,bentang,0.49042986425339363
1058,tanah,0.473763197586727
1059,tanam,0.49042986425339363
1060,panen,0.49042986425339363
1061,restoran,0.4404298642533936
1062,pacar,0.49042986425339363
1063,darat,0.49042986425339363
1064,heboh,0.49478883861236794
1065,muda,0.49042986425339363
1066,darah,0.5217533936651584
1067,merah,0.3892533936651584
1068,sistem,0.49042986425339363
1069,potensi,0.49042986425339363
1070,pariwisata,0.49042986425339363
1071,tinggal,0.4865837104072398
1072,ibnu,0.49042986425339363
1073,demam,0.49042986425339363
1074,bahari,0.49042986425339363
1075,genteng,0.4954524886877828
1076,bongkar,0.39042986425339365
1077,marga,0.4916063348416289
1078,punggung,0.49042986425339363
1079,made,0.49042986425339363
1080,ratus,0.49042986425339363
1081,sembilan,0.49042986425339363
1082,fasilitas,0.49042986425339363
1083,kartu,0.49042986425339363
1084,antre,0.49042986425339363
1085,periode,0.4892533936651583
1086,sambar,0.4865837104072398
1087,balas,0.49042986425339363
1088,balai,0.49042986425339363
1089,simpang,0.49042986425339363
1090,riah,0.49042986425339363
1091,tokoh,0.47889140271493214
1092,pesawat,0.49042986425339363
1093,staf,0.49042986425339363
1094,bulangan,0.49662895927601813
1095,hubung,0.4916063348416289
1096,fakta,0.49042986425339363
1097,kait,0.43679864253393663
1098,kain,0.49042986425339363
